word	n_tokens	n_docs	sites	top_series	damaged_share
e-ta-wo-ne-we	1	1	KN:1	Ld:1	1.00
po-ri-wa	1	1	KN:1	Ld:1	0.00
i-ku-tu-re	1	1	KN:1	L-:1	0.00
ru-si-qe	1	1	KN:1	L-:1	0.00
a-pa-i-ti-jo	1	1	KN:1	L-:1	1.00
ze-me-qe	1	1	KN:1	L-:1	1.00
a-qo-ta	1	1	KN:1	L-:1	0.00
zo-ta-qe	1	1	KN:1	L-:1	0.00
ku-do-ni-ja-de	1	1	KN:1	L-:1	1.00
di-du-me	1	1	KN:1	L-:1	0.00
nu-wa-i-ja	1	1	KN:1	L-:1	0.00
o-pe-te-wo-qe	1	1	KN:1	L-:1	1.00
o-re-ne-a	1	1	KN:1	L-:1	1.00
a-ta-qe	1	1	KN:1	As:1	0.00
ka-nu-se-u	1	1	KN:1	As:1	0.00
ta-to-qe	1	1	KN:1	As:1	0.00
o-po-ro-u-si-jo	1	1	KN:1	As:1	1.00
pe-te-u	1	1	KN:1	As:1	1.00
e-ri-ta-qi-jo	1	1	KN:1	As:1	0.00
te-so	1	1	KN:1	As:1	1.00
qa-qa-ro	1	1	KN:1	As:1	0.00
ni-jo	1	1	KN:1	As:1	1.00
pe-ro-qe	1	1	KN:1	As:1	1.00
tu-ma-i-ta	1	1	KN:1	As:1	1.00
ta-pa-da-no	1	1	KN:1	As:1	0.00
no-do-ro-we	1	1	KN:1	As:1	1.00
e-ne-o	1	1	KN:1	As:1	1.00
pi-ro-qa-wo	1	1	KN:1	As:1	1.00
qe-te-se-u	1	1	KN:1	As:1	0.00
to-te-ja	1	1	KN:1	Ak:1	0.00
a-pe-a-sa	1	1	KN:1	Ap:1	0.00
i-ta-mo	1	1	KN:1	Ap:1	0.00
ki-nu-qa	1	1	KN:1	Ap:1	0.00
we-ra-te-ja	1	1	KN:1	Ap:1	0.00
we-ko-we-ka-te	1	1	KN:1	Ak:1	1.00
a-no-zo-jo	1	1	KN:1	Ak:1	0.00
a-ke-wo	1	1	KN:1	Ap:1	0.00
di-qa-ra	1	1	KN:1	Ap:1	1.00
ta-ra2	1	1	KN:1	Ai:1	1.00
ru-si	1	1	KN:1	Ak:1	1.00
ko-so-jo	1	1	KN:1	Ap:1	0.00
ko-pi	1	1	KN:1	Ap:1	0.00
a-to-me-ja	1	1	KN:1	Ap:1	0.00
da-te-ne-ja	1	1	KN:1	Ap:1	0.00
pa-ja-ni	1	1	KN:1	Ap:1	0.00
du-sa-ni	1	1	KN:1	Ap:1	0.00
ma-ku	1	1	KN:1	Ap:1	1.00
pi-ra-ka-ra	1	1	KN:1	Ap:1	0.00
wi-so	1	1	KN:1	Ap:1	0.00
ke-ra-me-ja	1	1	KN:1	Ap:1	0.00
i-du	1	1	KN:1	Ap:1	0.00
tu-ka-to	1	1	KN:1	Ap:1	0.00
e-ti-wa-ja	1	1	KN:1	Ap:1	0.00
sa-ma-ti-ja	1	1	KN:1	Ap:1	0.00
ka-na-to-po	1	1	KN:1	Ap:1	0.00
u-jo-na	1	1	KN:1	Ap:1	0.00
sa-mi	1	1	KN:1	Ap:1	0.00
pu-wa	1	1	KN:1	Ap:1	0.00
si-nu-ke	1	1	KN:1	Ap:1	0.00
si-ne-e-ja	1	1	KN:1	Ap:1	0.00
u-pa-ra	1	1	KN:1	Ap:1	0.00
ru-ta2-no	1	1	KN:1	Ap:1	1.00
ke-pu	1	1	KN:1	Ap:1	0.00
wa-ra-ti	1	1	KN:1	Ap:1	1.00
a-nu-wa-to	1	1	KN:1	Ap:1	0.00
o-a-po-te	1	1	KN:1	Le:1	0.00
o-u-qe-po	1	1	KN:1	Le:1	1.00
da-mo-ko	1	1	KN:1	Le:1	1.00
a-re-ta-wo	1	1	KN:1	As:1	1.00
i-ja-pu2-we	1	1	KN:1	Lc:1	0.00
e-ra-pe-me-na	1	1	KN:1	L-:1	0.00
ke-se-ne-wi-ja	1	1	KN:1	Ld:1	0.00
pa-we-o	1	1	KN:1	L-:1	1.00
nu-we-jo	1	1	KN:1	L-:1	1.00
no-mo	1	1	KN:1	Vs:1	1.00
ki-ti-jo	1	1	KN:1	Vs:1	1.00
ja-pa-ra-ro	1	1	KN:1	Vs:1	1.00
po-ti	1	1	KN:1	Vs:1	1.00
ra-ku	1	1	KN:1	Vs:1	0.00
ra-te-me	1	1	KN:1	Vs:1	0.00
sa-ma-ru	1	1	KN:1	V-:1	1.00
ja-ma-ta-ro	1	1	KN:1	V-:1	1.00
pe-to-me	1	1	KN:1	V-:1	1.00
pe-ki-ti	1	1	KN:1	Ld:1	1.00
za-we	1	1	KN:1	X-:1	1.00
au-u-te	1	1	KN:1	Od:1	0.00
a-pe-i-si	1	1	KN:1	Od:1	0.00
o-mu-ka-ra	1	1	KN:1	Od:1	1.00
sa-mu	1	1	KN:1	Od:1	1.00
qo-ja-te	1	1	KN:1	Od:1	0.00
tu-wi-no-no	1	1	KN:1	Ga:1	0.00
ja-do	1	1	KN:1	Ga:1	1.00
mi-dwe	1	1	KN:1	Ga:1	1.00
e-ti-wa-ja-qe	1	1	KN:1	Od:1	1.00
ti-ra	1	1	KN:1	Od:1	1.00
ka-ra-ma-to	1	1	KN:1	V-:1	0.00
ke-ma-ta	1	1	KN:1	V-:1	0.00
ko-sa-ma-to	1	1	KN:1	Ga:1	0.00
te-ki-ri-ne-to	1	1	KN:1	Dq:1	0.00
a-mi-ke-te-to	1	1	KN:1	Od:1	0.00
ne-ki-ri-si	1	1	KN:1	Od:1	0.00
e-ki	1	1	KN:1	Od:1	1.00
po-ro-i-ra	1	1	KN:1	Od:1	0.00
re-mo	1	1	KN:1	Od:1	1.00
e-pi-ki-to-ni-ja	1	1	KN:1	L-:1	0.00
e-ta-wo-ne-wo	1	1	KN:1	L-:1	1.00
e-ne-ro	1	1	KN:1	L-:1	0.00
e-pi-ro-pa-ja	1	1	KN:1	L-:1	1.00
o-du-we	1	1	KN:1	L-:1	0.00
ko-we-ja	1	1	KN:1	X-:1	0.00
a-nu-to-jo	1	1	KN:1	X-:1	1.00
ku-su-pa-ta	1	1	KN:1	Dp:1	1.00
da-nwa	1	1	KN:1	Gg:1	0.00
da-pu2-ri-to-jo	1	1	KN:1	Gg:1	0.00
ku-do-ni-jo	1	1	KN:1	Gg:1	1.00
ma-ri-ne-we	1	1	KN:1	Gg:1	0.00
ta-wa-ko-to	1	1	KN:1	Od:1	0.00
ke-re-na	1	1	KN:1	M-:1	0.00
e-ne-si-da-o-ne	1	1	KN:1	M-:1	0.00
su-ja-to	1	1	KN:1	M-:1	0.00
o-re-o-po	1	1	KN:1	M-:1	1.00
ze-ne-si-wi-jo	1	1	KN:1	M-:1	0.00
ke-do-ro	1	1	KN:1	X-:1	1.00
di-wi-pa-ra	1	1	KN:1	X-:1	1.00
te-wo	1	1	KN:1	X-:1	0.00
ri-ni-jo	1	1	KN:1	X-:1	1.00
wi-jo-jo	1	1	KN:1	F-:1	1.00
da-ro	1	1	KN:1	Dk:1	1.00
a-ro2	1	1	KN:1	L-:1	1.00
ka-a-na	1	1	KN:1	L-:1	1.00
ma-wo	1	1	KN:1	M-:1	1.00
re-o	1	1	KN:1	Oa:1	1.00
ko-a	1	1	KN:1	X-:1	0.00
pi-ri-je	1	1	KN:1	K-:1	0.00
ma-sa-de	1	1	KN:1	X-:1	0.00
ti-ta-ma-i	1	1	KN:1	X-:1	1.00
a-sa-mi	1	1	KN:1	X-:1	1.00
ti-ri-ti-jo	1	1	KN:1	E-:1	1.00
tu-ra-te-we	1	1	KN:1	B-:1	0.00
wa-wi	1	1	KN:1	Vf:1	1.00
re-ne-o	1	1	KN:1	L-:1	1.00
po-pu-ro2	1	1	KN:1	L-:1	1.00
ku-ta-mi	1	1	KN:1	L-:1	1.00
ni-ja-we-jo	1	1	KN:1	F-:1	1.00
ra-su-ti-jo	1	1	KN:1	L-:1	0.00
ra-ma-na	1	1	KN:1	Ai:1	1.00
e-ne-ra	1	1	KN:1	Ai:1	1.00
a-ze-to	1	1	KN:1	X-:1	1.00
a3-du-wo-na	1	1	KN:1	Ap:1	0.00
wi-ja-na-tu	1	1	KN:1	Ap:1	1.00
wi-tu-ri-jo	1	1	KN:1	X-:1	0.00
ka-ta-ni-ja	1	1	KN:1	L-:1	1.00
ki-to-ne	1	1	KN:1	L-:1	1.00
ki-nu-wa	1	1	KN:1	B-:1	1.00
ki-ri-te-wi-ja-i	1	1	KN:1	E-:1	0.00
do-ke-u	1	1	KN:1	K-:1	1.00
re-ta	1	1	KN:1	B-:1	1.00
si-re-we	1	1	KN:1	B-:1	1.00
we-ra-ti-ja	1	1	KN:1	Ak:1	1.00
ki-ri-ta	1	1	KN:1	Ld:1	0.00
ki-to-na	1	1	KN:1	Ld:1	1.00
ki-to-pi	1	1	KN:1	Ld:1	1.00
e-pi-ko-ru-si-jo	1	1	KN:1	Sk:1	0.00
a-da-ra-ko	1	1	KN:1	X-:1	1.00
pu-ko-to	1	1	KN:1	X-:1	1.00
ko-ma-we-ta	1	1	KN:1	B-:1	0.00
pe-qo-no	1	1	KN:1	B-:1	0.00
ra-wo-qo-no	1	1	KN:1	B-:1	0.00
ko-a-ta	1	1	KN:1	B-:1	0.00
ku-ni-ta	1	1	KN:1	B-:1	0.00
o-pi-te-u-ke-we	1	1	KN:1	B-:1	0.00
da-i-pi-ta	1	1	KN:1	Bk:1	0.00
wi-du-ro	1	1	KN:1	Bk:1	0.00
qo-ja-si	1	1	KN:1	Bk:1	0.00
di-de	1	1	KN:1	Bk:1	1.00
qa-wo	1	1	KN:1	Bk:1	1.00
pu2-ra-ne-jo	1	1	KN:1	Bk:1	0.00
o-pe-ta	1	1	KN:1	Bk:1	0.00
a-ta-ma-ta	1	1	KN:1	Bk:1	0.00
e-ke-se	1	1	KN:1	Bk:1	0.00
a-tu-qo-ta	1	1	KN:1	Bk:1	0.00
sa-za-ro	1	1	KN:1	Bk:1	1.00
ku-pe-re-te	1	1	KN:1	Bk:1	0.00
me-ne-u	1	1	KN:1	Bk:1	1.00
me-ta-ra-wo	1	1	KN:1	Bk:1	1.00
a-me-ja-si	1	1	KN:1	Bk:1	0.00
a-wo-ro	1	1	KN:1	Bk:1	1.00
na-si-jo	1	1	KN:1	Bk:1	0.00
me-de-i-jo	1	1	KN:1	Bk:1	0.00
we-ro-pa-ta	1	1	KN:1	Bk:1	0.00
e-re-ke	1	1	KN:1	Bk:1	1.00
do-ri-jo	1	1	KN:1	Bk:1	0.00
a-ki-wa-ta	1	1	KN:1	Bk:1	0.00
ki-ri-ja-si	1	1	KN:1	Bk:1	0.00
e-u-ka-ri	1	1	KN:1	Bk:1	1.00
e-ri-ti-qi	1	1	KN:1	Bk:1	1.00
ko-ku-ro	1	1	KN:1	Bk:1	0.00
to-na-ta	1	1	KN:1	Bk:1	0.00
a-so-qi-jo	1	1	KN:1	Bk:1	0.00
wo-qo	1	1	KN:1	Bk:1	1.00
do-qe-u	1	1	KN:1	Bk:1	0.00
a-ki	1	1	KN:1	Bk:1	1.00
e-i-ja-si	1	1	KN:1	Bk:1	1.00
po-ti-jo	1	1	KN:1	Bk:1	0.00
pi-ja-to	1	1	KN:1	Bk:1	1.00
to-pe-si	1	1	KN:1	Bk:1	0.00
me-de	1	1	KN:1	Bk:1	1.00
i-za-re	1	1	KN:1	Bk:1	0.00
a-ra-ka-jo	1	1	KN:1	Bk:1	0.00
po-ki-te	1	1	KN:1	Bk:1	0.00
to-wa-no	1	1	KN:1	Bk:1	1.00
e-wi-to-wo	1	1	KN:1	Bk:1	1.00
ma-ja-ro	1	1	KN:1	Bk:1	1.00
ra-sa-to	1	1	KN:1	Bo:1	0.00
sa-do-ro-jo	1	1	KN:1	B-:1	1.00
a-pi-ja-ko-ro-jo	1	1	KN:1	B-:1	1.00
mi-jo	1	1	KN:1	Bo:1	1.00
we-ke-i-ja	1	1	KN:1	Am:1	1.00
ku-ta-ti-ja-qe	1	1	KN:1	F-:1	1.00
ke-u-po-de-ja	1	1	KN:1	F-:1	0.00
e-qe-ta-e	1	1	KN:1	Am:1	0.00
ku-te-ro	1	1	KN:1	B-:1	0.00
ku-ro2-jo	1	1	KN:1	B-:1	0.00
tu-wi-jo	1	1	KN:1	B-:1	0.00
ta-pa-e-o-te	1	1	KN:1	B-:1	0.00
a-pi-qo-i-ta	1	1	KN:1	Ai:1	0.00
ta-na-qo	1	1	KN:1	Ai:1	1.00
a-pa-ta-wa-jo	1	1	KN:1	Am:1	0.00
te-ko-to-ne	1	1	KN:1	Am:1	0.00
a-wa-ti-ka-ra	1	1	KN:1	Am:1	0.00
di-da-ka	1	1	KN:1	Ak:1	1.00
du-wi-ja	1	1	KN:1	Ak:1	1.00
e-ke-a	1	1	KN:1	V-:1	0.00
e-mi-ja-ta	1	1	KN:1	V-:1	0.00
ka-mu-ko-to	1	1	KN:1	V-:1	1.00
ke-ra-ja	1	1	KN:1	V-:1	0.00
ma-ke-ra	1	1	KN:1	V-:1	0.00
de-ro	1	1	KN:1	V-:1	1.00
a-ti-ka	1	1	KN:1	V-:1	0.00
qa-da-ro	1	1	KN:1	V-:1	0.00
ka-sa-no	1	1	KN:1	V-:1	0.00
to-ro-ki-no	1	1	KN:1	V-:1	0.00
wi-ri-ki-no	1	1	KN:1	V-:1	0.00
do-ti-jo-no	1	1	KN:1	V-:1	1.00
ka-pu-ro	1	1	KN:1	V-:1	0.00
ka-na-po-to	1	1	KN:1	V-:1	0.00
pi-ma	1	1	KN:1	V-:1	1.00
ta-u-ro	1	1	KN:1	V-:1	0.00
ja-sa-ro	1	1	KN:1	V-:1	0.00
ku-ka-da-ro	1	1	KN:1	Uf:1	0.00
pi-di-jo	1	1	KN:1	Uf:1	0.00
te-wa-te-u	1	1	KN:1	Uf:1	1.00
ta-ko-ro	1	1	KN:1	Uf:1	1.00
a-ke-re-mo	1	1	KN:1	Uf:1	0.00
ke-ma-qe-me	1	1	KN:1	Uf:1	0.00
me-ra	1	1	KN:1	Uf:1	0.00
ke-nu-wa-so	1	1	KN:1	Uf:1	1.00
a-pu-da-se-we	1	1	KN:1	Gm:1	0.00
mi-sa-ra-jo	1	1	KN:1	F-:1	1.00
sa-pi-ti-ne-we-jo	1	1	KN:1	F-:1	1.00
e-ra-wa	1	1	KN:1	F-:1	1.00
me-a-de	1	1	KN:1	E-:1	1.00
ki-da-ro	1	1	KN:1	E-:1	0.00
ta-ra-qo	1	1	KN:1	E-:1	0.00
ta-u-pa-du-we	1	1	KN:1	E-:1	1.00
ra-wa-e-si-jo	1	1	KN:1	E-:1	1.00
no-so	1	1	KN:1	E-:1	1.00
a-no-qo-ta-o	1	1	KN:1	E-:1	0.00
da-na-mo	1	1	KN:1	E-:1	0.00
pu-ta-ri-ja	1	1	KN:1	E-:1	1.00
ma-si-jo	1	1	KN:1	E-:1	1.00
ma-so-qe	1	1	KN:1	F-:1	1.00
jo-zo	1	1	KN:1	Np:1	1.00
su-ma-ri-jo	1	1	KN:1	Np:1	0.00
ma-ki-nu-wo	1	1	KN:1	Np:1	1.00
jo-e-ke-to-qo	1	1	KN:1	Gv:1	0.00
wo-na-si	1	1	KN:1	Gv:1	1.00
we-je-we	1	1	KN:1	Gv:1	1.00
su	1	1	KN:1	Gv:1	0.00
pu-ta	1	1	KN:1	Gv:1	1.00
sa-de-so	1	1	KN:1	L-:1	1.00
re-wa-jo	1	1	KN:1	L-:1	0.00
te-tu-ko-wo-a	1	1	KN:1	L-:1	0.00
ke-ra-a	1	1	KN:1	K-:1	1.00
ne-qa-sa-pi	1	1	KN:1	K-:1	1.00
u-do	1	1	KN:1	K-:1	1.00
sa-me-ti-jo	1	1	KN:1	K-:1	0.00
i-je-re-wi-jo	1	1	KN:1	K-:1	1.00
a-pi-te	1	1	KN:1	U-:1	1.00
de-ra	1	1	KN:1	K-:1	1.00
ma-te-u-pi	1	1	KN:1	K-:1	1.00
e-te-re-ta	1	1	KN:1	Se:1	0.00
po-ro-ti-ri	1	1	KN:1	Se:1	1.00
po-ni-ke-a	1	1	KN:1	Se:1	1.00
wo-ra-we-sa	1	1	KN:1	Se:1	0.00
e-na-ri-po-to	1	1	KN:1	Sg:1	1.00
po-ro-su-re	1	1	KN:1	Sg:1	0.00
o-mo-pi	1	1	KN:1	Se:1	1.00
e-ka-te-re-ta	1	1	KN:1	Se:1	0.00
we-ja	1	1	KN:1	Se:1	1.00
a-te-re-te-a	1	1	KN:1	So:1	0.00
pe-te-re-wa	1	1	KN:1	So:1	0.00
ka-ki-jo	1	1	KN:1	So:1	0.00
ka-ko-de-ta	1	1	KN:1	So:1	0.00
ki-da-pa	1	1	KN:1	So:1	0.00
o-da-tu-we-ta	1	1	KN:1	So:1	0.00
e-po-ro-jo	1	1	KN:1	Ch:1	0.00
wo-no-qo-so-qe	1	1	KN:1	Ch:1	0.00
to-ma-ko-qe	1	1	KN:1	Ch:1	1.00
e-wo-ta-de	1	1	KN:1	C-:1	0.00
si-pe-we	1	1	KN:1	C-:1	0.00
e-ra-ne	1	1	KN:1	C-:1	0.00
o-du-ru-we	1	1	KN:1	C-:1	0.00
u-wo-qe-we	1	1	KN:1	C-:1	0.00
ku-ta-i-to	1	1	KN:1	C-:1	0.00
re-ri-jo	1	1	KN:1	C-:1	0.00
ka-ta-ra-i	1	1	KN:1	Co:1	0.00
ma-mi-di-zo	1	1	KN:1	C-:1	0.00
pi-ri-to-jo	1	1	KN:1	C-:1	0.00
po-ri-wo	1	1	KN:1	C-:1	0.00
su-ki-ri-ta-jo	1	1	KN:1	C-:1	0.00
ja-ru	1	1	KN:1	C-:1	0.00
pa-ta-ti-jo	1	1	KN:1	C-:1	0.00
a-du-po-to	1	1	KN:1	C-:1	0.00
qi-ko-we-e	1	1	KN:1	C-:1	0.00
qa-di-ja	1	1	KN:1	C-:1	0.00
po-ku-te-ro	1	1	KN:1	C-:1	0.00
ra-ri-di-jo	1	1	KN:1	C-:1	0.00
o-mi-ri-so	1	1	KN:1	C-:1	0.00
re-ko-no-jo	1	1	KN:1	C-:1	1.00
da-we-ro	1	1	KN:1	C-:1	0.00
pu-na-to	1	1	KN:1	C-:1	0.00
e-te-wa-tu-wo	1	1	KN:1	C-:1	0.00
i-ro-to	1	1	KN:1	C-:1	1.00
a-da-wa-si-jo	1	1	KN:1	C-:1	0.00
po-ku	1	1	KN:1	C-:1	1.00
su-pu-wo	1	1	KN:1	C-:1	0.00
do-e-ro-jo	1	1	KN:1	C-:1	1.00
e-te-wa-no	1	1	KN:1	Cf:1	0.00
pa-ra-ti-jo	1	1	KN:1	Cf:1	0.00
a-ka-wi-ja-de	1	1	KN:1	Cf:1	0.00
re-ko-no	1	1	KN:1	C-:1	0.00
wi-da-ma-ro	1	1	KN:1	Do:1	0.00
ni-ja-so	1	1	KN:1	Dk:1	1.00
te-ru-wo-te	1	1	KN:1	Cf:1	1.00
to-wi-no	1	1	KN:1	Do:1	0.00
tu-da-ra	1	1	KN:1	Do:1	0.00
sa-jo	1	1	KN:1	Dk:1	0.00
e-pe-ke	1	1	KN:1	Dl:1	0.00
qa-ra2-ro	1	1	KN:1	Dl:1	0.00
ma-so-mo	1	1	KN:1	Dl:1	0.00
da-ta-ra-mo	1	1	KN:1	Dl:1	0.00
qi-ta-ro	1	1	KN:1	Dk:1	0.00
sa-pa-ka-te-ri-ja	1	1	KN:1	Cf:1	0.00
po-ti-ni-ja-we	1	1	KN:1	Dl:1	0.00
a-ko-i-da	1	1	KN:1	Dl:1	0.00
qa-nwa-so	1	1	KN:1	Dl:1	0.00
ta-mi-de-so	1	1	KN:1	Dl:1	0.00
ku-mo-no	1	1	KN:1	Dk:1	0.00
ke-u-sa	1	1	KN:1	Dl:1	0.00
pa-za-ti	1	1	KN:1	Dl:1	0.00
i-pe-ta	1	1	KN:1	Dl:1	0.00
pa-de-i	1	1	KN:1	Ga:1	1.00
ke-to-ro	1	1	KN:1	C-:1	0.00
we-wo-ni-jo	1	1	KN:1	C-:1	1.00
me-tu-ro	1	1	KN:1	C-:1	0.00
po-ro-i	1	1	KN:1	C-:1	1.00
ma-na-je-u	1	1	KN:1	Vs:1	1.00
te-te-u	1	1	KN:1	Vs:1	1.00
wi-pi-no-o	1	1	KN:1	Vs:1	0.00
wo-ka-re	1	1	KN:1	V-:1	1.00
a-ri-ke-u	1	1	KN:1	Ai:1	0.00
au-to-a3-ta	1	1	KN:1	Ch:1	1.00
te-re-wa-ko	1	1	KN:1	C-:1	0.00
a3-wa	1	1	KN:1	C-:1	0.00
tu-ma-ko	1	1	KN:1	C-:1	1.00
ku-pe-te-jo	1	1	KN:1	X-:1	1.00
pu-na-so-qe	1	1	KN:1	Cg:1	0.00
e-ri-ke-re-we	1	1	KN:1	Uf:1	0.00
e-ke-pu-te-ri-ja	1	1	KN:1	Uf:1	1.00
o-du-ru-wi-ja	1	1	KN:1	Ai:1	1.00
po-to-ri-ka-ta	1	1	KN:1	Uf:1	1.00
do-wo	1	1	KN:1	Uf:1	1.00
de-de-me-na	1	1	KN:1	Ra:1	1.00
e-ki-si-jo	1	1	KN:1	Bo:1	0.00
tu-ru-pe-te	1	1	KN:1	X-:1	1.00
a3-ki-wa-to	1	1	KN:1	Uf:1	0.00
si-ra	1	1	KN:1	B-:1	0.00
ka-ra-na-ko	1	1	KN:1	B-:1	0.00
a-ri-ja-wo	1	1	KN:1	Uf:1	0.00
e-we-ki-ta	1	1	KN:1	X-:1	1.00
ma-ki-ro-ne	1	1	KN:1	Gg:1	0.00
da-i-mi-so	1	1	KN:1	Do:1	0.00
pi-ra-ki-jo	1	1	KN:1	Vf:1	0.00
pe-ri-jo-ta-qe	1	1	KN:1	Vf:1	0.00
ku-da-jo-qe	1	1	KN:1	Vf:1	0.00
e-wa-ko-ro	1	1	KN:1	Vf:1	0.00
ki-ra-di-ja	1	1	KN:1	Vf:1	0.00
ko-ro-we-ja	1	1	KN:1	X-:1	1.00
po-ro-we	1	1	KN:1	X-:1	1.00
wo-no-qo-so	1	1	KN:1	Ch:1	0.00
nwa-jo	1	1	KN:1	Uf:1	1.00
ma-ti-jo	1	1	KN:1	D-:1	1.00
qi-ni-te-we	1	1	KN:1	D-:1	1.00
wo-ro-ka-ne	1	1	KN:1	B-:1	1.00
e-pi-ko	1	1	KN:1	B-:1	0.00
ra-wa-ke	1	1	KN:1	X-:1	1.00
qo-jo	1	1	KN:1	Ra:1	1.00
po-da-ko-qe	1	1	KN:1	Ch:1	0.00
pe-ri-je-ja	1	1	KN:1	Uf:1	0.00
pu-te-ri-ja	1	1	KN:1	Uf:1	0.00
o-ta-re-wo	1	1	KN:1	E-:1	0.00
ki-ri-ko	1	1	KN:1	X-:1	1.00
da-i-wo-wo	1	1	KN:1	Vf:1	0.00
to-no-qe	1	1	KN:1	Vf:1	0.00
we-ka-ta-e	1	1	KN:1	C-:1	1.00
me-ri-du	1	1	KN:1	X-:1	1.00
pu-sa-ra	1	1	KN:1	X-:1	1.00
da-ma-o-te	1	1	KN:1	X-:1	1.00
ko-te-u	1	1	KN:1	Do:1	0.00
pi-sa-wa-ta	1	1	KN:1	B-:1	1.00
wo-si-jo-ne	1	1	KN:1	B-:1	1.00
te-o-po-ri-ja	1	1	KN:1	Ga:1	0.00
ka-te-u	1	1	KN:1	Dk:1	0.00
di-ra-qo	1	1	KN:1	Dk:1	0.00
i-ke-se-ra	1	1	KN:1	Dk:1	0.00
e-ki-no	1	1	KN:1	Da:1	0.00
a-ko-ro-qo-ro	1	1	KN:1	Da:1	0.00
e-ne-ke-se-u	1	1	KN:1	Da:1	0.00
o-ku-no	1	1	KN:1	Da:1	0.00
po-i-te-u	1	1	KN:1	Da:1	0.00
ki-mu-ko	1	1	KN:1	De:1	0.00
ri-sa-ta	1	1	KN:1	Da:1	1.00
qa-i-po	1	1	KN:1	Dg:1	0.00
a3-ku-pi-ti-jo	1	1	KN:1	Db:1	0.00
a-du-ru-po-to	1	1	KN:1	Dg:1	0.00
te-to	1	1	KN:1	De:1	1.00
ka-ta-wo	1	1	KN:1	Dv:1	0.00
a-qi-ro	1	1	KN:1	Da:1	0.00
e-qa-ro	1	1	KN:1	Dv:1	0.00
no-ta-na	1	1	KN:1	Db:1	1.00
ta-ra-to-no	1	1	KN:1	Dc:1	0.00
a3-ke-ta	1	1	KN:1	Dv:1	0.00
qi-ja-to	1	1	KN:1	Db:1	0.00
du-ri	1	1	KN:1	Da:1	0.00
sa-ma-ri-jo	1	1	KN:1	Da:1	0.00
da-to-ja-ro	1	1	KN:1	De:1	0.00
wi-jo-ka-de	1	1	KN:1	Db:1	0.00
a-re-ke-se-u	1	1	KN:1	Da:1	0.00
a-wo-ti-jo	1	1	KN:1	Dd:1	0.00
a-ni-ja-to	1	1	KN:1	Dg:1	0.00
du-ta-so	1	1	KN:1	Db:1	0.00
a-qe-mo	1	1	KN:1	Db:1	0.00
e-ro-u-ta	1	1	KN:1	Da:1	0.00
wi-je-so	1	1	KN:1	Da:1	0.00
da-i-qo-ta	1	1	KN:1	Da:1	0.00
au-ta2	1	1	KN:1	Db:1	0.00
ku-ru-me-ni-jo	1	1	KN:1	Da:1	0.00
o-we-to	1	1	KN:1	Dm:1	0.00
i-mi-ri-jo	1	1	KN:1	Db:1	0.00
du-ro	1	1	KN:1	Dd:1	1.00
a-ke-e-to	1	1	KN:1	Da:1	0.00
pa-u-ro	1	1	KN:1	Db:1	1.00
pa-ja-so	1	1	KN:1	Dc:1	0.00
o-ne-u	1	1	KN:1	Dd:1	0.00
da-wi	1	1	KN:1	Db:1	0.00
mo-re	1	1	KN:1	Dv:1	0.00
o-wi-ro	1	1	KN:1	Dd:1	0.00
da-ra-mu-ro	1	1	KN:1	Dc:1	0.00
de-a-ta	1	1	KN:1	Df:1	1.00
a-ze-o	1	1	KN:1	Dg:1	0.00
sa-nu-we-ta	1	1	KN:1	Db:1	0.00
ka-pte	1	1	KN:1	Df:1	0.00
da-i-ta-ra-ro	1	1	KN:1	De:1	0.00
pu-nu-so	1	1	KN:1	Df:1	0.00
qa-ra2-ti-jo	1	1	KN:1	Dg:1	0.00
ko-ku	1	1	KN:1	Dh:1	0.00
ra-wi-zo	1	1	KN:1	Db:1	0.00
ki-ri-ne-to	1	1	KN:1	Dg:1	0.00
ra-o-no	1	1	KN:1	Dv:1	0.00
me-ri-wa-ta	1	1	KN:1	De:1	0.00
sa-ze-ro	1	1	KN:1	Db:1	0.00
qi-si-ta	1	1	KN:1	De:1	0.00
wi-je-mo	1	1	KN:1	Dv:1	0.00
se-wo-to	1	1	KN:1	Da:1	1.00
a-ti-ro	1	1	KN:1	Dc:1	0.00
ka-ma-to	1	1	KN:1	Da:1	0.00
si-ni-to	1	1	KN:1	Dg:1	0.00
wi-su-ro	1	1	KN:1	Dd:1	0.00
ka-wa-ro	1	1	KN:1	De:1	1.00
mo-ni-ko	1	1	KN:1	Da:1	0.00
sa-sa-jo	1	1	KN:1	Df:1	0.00
qi-zo	1	1	KN:1	Dd:1	0.00
mi-ta-qo	1	1	KN:1	Dv:1	0.00
ka-mo-ni-jo	1	1	KN:1	Da:1	0.00
ma-ra-pi-jo	1	1	KN:1	Dd:1	0.00
qa-da-so	1	1	KN:1	Db:1	0.00
ru-ki-so	1	1	KN:1	Db:1	0.00
ra-u-ra-ta	1	1	KN:1	Dd:1	0.00
ja-ti-ri	1	1	KN:1	De:1	0.00
de-ni-mo	1	1	KN:1	Dc:1	0.00
na-ru	1	1	KN:1	Db:1	0.00
wi-jo-qo-ta	1	1	KN:1	Db:1	0.00
ku-ke-so	1	1	KN:1	Dd:1	0.00
su-ru-so	1	1	KN:1	Da:1	0.00
ku-mo-no-so	1	1	KN:1	Da:1	0.00
po-i-ti-jo	1	1	KN:1	Da:1	0.00
da-i-ze-to	1	1	KN:1	Da:1	0.00
