word	n_tokens	n_docs	sites	top_series	damaged_share
ra-pa-do	2	1	PY:2	Ea:2	0.00
sa-ke-re-u	2	2	PY:2	Ea:1,Jn:1	0.00
mo-ro-qo-ro-jo	2	2	PY:2	Ea:2	0.00
o-pe-te-re-u	2	2	PY:2	Ea:1,Eb:1	0.00
ke-ta	2	2	PY:2	Ea:1,Jn:1	0.50
te-re-ja	2	2	PY:2	Eb:1,Ep:1	0.50
e-o	2	2	PY:2	Eb:1,Ep:1	0.50
qe-ja-me-no	2	2	PY:2	Eb:1,Ep:1	0.00
e-u-ke-to-qe	2	2	PY:2	Eb:1,Ep:1	0.00
ke-ke-me-no	2	2	PY:2	Eb:1,Ep:1	0.00
u-wa-mi-ja	2	2	PY:2	Eb:1,Ep:1	0.00
ta-ra-mi-ka	2	2	PY:2	Eb:1,Ep:1	0.00
o-pi-ti-ni-ja-ta	2	2	PY:2	Eb:2	0.00
ne-qe-wo	2	2	PY:2	Eb:1,Ep:1	0.00
e-da-e-wo	2	2	PY:2	Eb:1,Ep:1	0.00
e-me-de	2	2	PY:2	Eb:1,Ep:1	0.50
i-do-me-ne-ja	2	2	PY:2	Eb:1,Ep:1	0.50
pa-da-je-u	2	2	PY:2	Eb:2	1.00
ke-ra-u-jo	2	2	PY:2	Eb:1,Ep:1	0.00
ka-ra-u-du-ro	2	2	PY:2	Eb:1,Ep:1	0.50
ma-ra3-wa	2	2	PY:2	Eb:1,Ep:1	0.00
ku-so	2	2	PY:2	Eb:1,Ep:1	0.50
a-i-qe-u	2	2	PY:2	Eb:1,Ep:1	0.00
wi-dwo-i-jo	2	2	PY:2	Eb:1,Ep:1	0.00
i-pa-sa-na-ti	2	2	PY:2	Eb:1,Eo:1	0.50
ka-ma-e-we	2	2	PY:2	Ed:1,Un:1	0.00
wo-zo-te	2	2	PY:2	Ed:1,Ep:1	0.00
ka-ra-wi-po-ro-qe	2	2	PY:2	Ed:1,Jn:1	0.00
te-se-u	2	2	PY:2	En:1,Eo:1	0.00
ma-re-ku-na	2	2	PY:2	En:1,Eo:1	0.00
e-pa-sa-na-ti	2	2	PY:2	En:1,Ep:1	0.00
i-e-re-u	2	2	PY:2	En:2	0.00
a3-wa-ja	2	2	PY:2	En:1,Eo:1	0.00
po-te-wo	2	2	PY:2	En:1,Eo:1	0.00
wa-na-ta-jo-jo	2	2	PY:2	En:1,Eo:1	0.00
i-ni-ja	2	2	PY:2	En:1,Eo:1	0.00
si-ma	2	2	PY:2	En:1,Eo:1	0.00
e-ra-ta-ra	2	2	PY:2	En:1,Eo:1	0.00
qe-re-qo-ta-o	2	1	PY:2	En:2	0.00
tu-ri-ja-ti	2	2	PY:2	En:1,Eo:1	0.00
a-da-ma-o-jo	2	1	PY:2	En:2	0.00
ra-ku-ro-jo	2	2	PY:2	En:1,Eo:1	0.50
pi-ke-re-we	2	1	PY:2	Eo:2	0.00
dwo	2	2	PY:2	Eo:1,Ub:1	0.00
e-ri-ta	2	1	PY:2	Ep:2	0.00
ka-ra-wi-po-ro	2	2	PY:2	Ep:1,Vn:1	0.00
po-se-da-o-no	2	2	PY:2	Eq:1,Es:1	0.50
o-wi-de	2	2	PY:2	Eq:1,Ta:1	0.00
te-me-no	2	1	PY:2	Er:2	0.50
to-so-jo	2	1	PY:2	Er:2	0.00
wo-ro-ki-jo-ne-jo	2	2	PY:2	Er:1,Un:1	0.00
ru-ko-u-ro	2	2	PY:2	Es:2	0.50
a-ne-o	2	2	PY:2	Es:2	0.00
ko-ka-ro	2	2	PY:2	Fg:1,Fr:1	0.00
a-ki-to-jo	2	2	PY:2	Fn:2	0.50
ke-ko-jo	2	2	PY:1,MY:1	Fn:1,Ui:1	0.50
a3-ki-a2-ri-jo	2	2	PY:2	Fn:2	0.00
di-pte-ra-po-ro	2	2	PY:2	Fn:1,Un:1	0.00
ze-u-ke-u-si	2	2	PY:2	Fn:2	0.00
a-ki-to	2	2	PY:1,TH:1	Fn:1,Gp:1	0.50
so-de	2	2	PY:2	Fr:2	1.00
wa-na-ke-te	2	2	PY:1,TH:1	Fr:1,X-:1	0.00
po-ro-wi-to	2	2	PY:2	Fr:2	0.00
u-po-jo	2	2	PY:2	Fr:2	0.00
e-re-de	2	2	PY:2	Fr:1,Mn:1	0.50
jo-i	2	2	PY:1,TH:1	Fr:1,Gp:1	1.00
tu-ra-te-u-si	2	2	PY:2	Gn:1,Vn:1	0.00
ru-ki-jo	2	2	PY:2	Gn:1,Jn:1	0.00
a-ti-pa-mo	2	2	PY:2	Jn:2	0.00
ka-ra-pa-so	2	2	PY:1,MY:1	Jn:1,Oi:1	0.50
po-wi-te-ja	2	2	PY:2	Jn:1,Na:1	0.00
e-u-po-ro-wo	2	2	PY:2	Jn:2	0.00
te-u-to	2	2	PY:2	Jn:2	0.00
pa-qo-ta	2	2	PY:2	Jn:2	0.50
au-ta-mo	2	2	PY:2	Jn:2	0.00
po-ro-u-jo	2	2	PY:2	Jn:2	0.00
o-tu-wo-we	2	2	PY:2	Jn:2	0.00
o-pe-ra-no	2	2	PY:2	Jn:2	0.00
ri-ja-ko	2	2	PY:2	Jn:2	0.00
a-pe-te-u	2	2	PY:2	Jn:2	0.00
re-u-si-wo	2	2	PY:2	Jn:2	0.00
ko-re-te-re	2	2	PY:2	Jn:1,Na:1	0.50
pa-ki-ja-pi	2	2	PY:2	Jn:1,Ma:1	0.00
za-ma-e-wi-ja	2	2	PY:2	Jn:1,Ma:1	0.50
e-ke-ro	2	2	PY:1,MY:1	Jn:1,Au:1	0.50
te-po-se-u	2	2	PY:2	Jo:1,On:1	0.00
ti-mi-to-a-ke-e	2	2	PY:2	Ma:1,Na:1	0.00
si-re-wa	2	2	PY:2	Ma:1,Mn:1	0.00
sa-ma-ra	2	2	PY:2	Ma:1,Wa:1	0.00
a3-me-wa	2	2	PY:2	Mb:1,Vn:1	0.50
wa-a2-te-pi	2	2	PY:2	Mb:1,Na:1	0.50
e-sa-re-u	2	2	PY:2	Na:2	0.50
a-ki-ti-to	2	2	PY:2	Na:2	0.00
te-tu-ru-we	2	2	PY:2	Na:1,Nn:1	0.00
o-u-di-do-to	2	2	PY:2	Ng:2	0.00
pe-ra3-ko-ra-i-ja	2	2	PY:2	Ng:1,Wa:1	0.50
a-mu-ta-wo	2	2	PY:1,TH:1	Nn:1,Ug:1	0.50
e-po-me-ne-we	2	2	PY:2	Na:1,Vn:1	1.00
ko-re-te-ri	2	1	PY:2	On:2	0.50
da-mo-ko-ro	2	2	PY:2	On:1,Ta:1	0.50
ka-e-se-u	2	2	PY:1,MY:1	Qa:1,Ge:1	0.00
de-de-me-no	2	2	PY:2	Sa:2	0.00
za-ku-si-ja	2	2	PY:2	Sa:2	0.00
a-me-ja-to	2	2	PY:2	Sa:1,Sh:1	0.00
e-te-wa-jo	2	2	PY:2	Sa:1,Ua:1	0.50
qe-to-ro-we	2	1	PY:2	Ta:2	0.00
e-ne-wo	2	1	PY:2	Ta:2	0.50
o-pi-ke-re-mi-ni-ja	2	2	PY:2	Ta:2	0.00
a-di-ri-ja-pi	2	2	PY:2	Ta:2	0.00
pe-de-we-sa	2	1	PY:2	Ta:2	0.00
qo-u-ka-ra	2	1	PY:2	Ta:2	0.00
po-ro-e-ke	2	2	PY:2	Ta:2	0.00
ku-te-se-ja	2	2	PY:2	Ta:2	0.00
ku-wa-no	2	1	PY:2	Ta:2	0.00
pa-ra-ku-we-qe	2	1	PY:2	Ta:2	0.00
po-ni-ki-pi	2	1	PY:2	Ta:2	0.00
a-ka-ra-no	2	1	PY:2	Ta:2	0.00
to-qi-de-qe	2	1	PY:2	Ta:2	0.00
ka-ru-pi	2	1	PY:2	Ta:2	0.00
a-pu-ke	2	1	PY:2	Ub:2	0.00
a-pe-ne-wo	2	1	PY:2	Ub:2	0.00
we-e-wi-ja	2	1	PY:2	Ub:2	0.00
wi-ri-no	2	1	PY:2	Ub:2	0.00
e-ra-pe-ja	2	1	PY:2	Ub:2	0.00
mu-te-we	2	1	PY:2	Ub:2	0.00
po-qa	2	2	PY:1,TH:1	Un:1,Ug:1	0.50
pa-de-we	2	1	PY:2	Un:2	0.00
ku-pa-ro2	2	2	PY:2	Un:2	0.50
do-se	2	1	PY:2	Un:2	0.00
tu-ro2	2	2	PY:2	Un:2	0.50
ka-ra	2	2	PY:1,MY:1	Un:1,Ge:1	1.00
a2	2	2	PY:2	Va:1,Xn:1	1.00
e-to-ki-ja	2	2	PY:2	Vn:2	0.50
qa-ra-de-ro	2	1	PY:2	Vn:2	0.00
pa-ta-jo	2	2	PY:2	Vn:1,Wr:1	0.50
di-wo-nu-so	2	2	PY:1,KH:1	Xa:1,Gq:1	0.50
mut	2	2	PY:1,MY:1	Xn:1,Ui:1	0.00
pe-ri-ke	2	2	TH:1,MY:1	Av:1,Ue:1	0.50
o-ke-u-ri-jo	2	2	TH:2	Av:1,Ft:1	0.50
ka-na-pe-we	2	2	TH:1,MY:1	Av:1,Oe:1	0.00
do-re-ja	2	2	TH:2	Fq:2	1.00
o-u-ko-we-i	2	2	TH:2	Fq:2	0.00
do-ra-a2-ja	2	2	TH:2	Fq:2	0.00
e-re-o-ni	2	2	TH:2	Ft:1,X-:1	0.50
a-po-re-we	2	2	TH:1,MY:1	Ka:1,Ue:1	0.00
do-de	2	2	TH:2	Of:2	0.00
di-u-ja-wo	2	2	TH:2	Of:2	0.50
pe-pi-te-me-no-jo	2	2	TH:2	Ug:2	0.50
a-ka-to-wa-o	2	2	TH:2	Ug:2	0.00
e-pe-i-ja-o	2	2	TH:2	Ug:2	0.50
e-ri-ni-jo	2	1	TH:2	Up:2	0.00
ro-we-wi-ja	2	2	TH:2	Wu:2	0.00
wa-ra-pi-si-ro	2	2	TH:1,MY:1	X-:1,Au:1	0.50
e-ke-ne	2	2	MY:2	Au:2	0.50
mo-i-da	2	2	MY:2	Au:2	0.00
au-wi-ja-to	2	2	MY:2	Au:2	0.50
qa-ru-ko	2	2	MY:2	Au:2	1.00
a-ne-a2	2	2	MY:2	Fo:1,V-:1	0.00
ma-no	2	2	MY:2	Fo:1,V-:1	0.00
ke-ra-so	2	2	MY:2	Fo:1,V-:1	1.00
ma-ra-tu-wo	2	2	MY:2	Ge:2	0.00
a-ke-re-wi-jo	2	2	MY:2	Ge:2	0.00
pu2-ke	2	2	MY:2	Ge:2	0.00
ku-mi-no	2	1	MY:2	Ge:2	0.50
a-ko-ro-ta	2	2	MY:2	Go:1,Oe:1	0.50
o-u-ko	2	2	MY:2	Oe:2	0.00
o-u-ka	2	1	MY:2	Oe:2	1.00
ka-na-pe-u-si	2	2	MY:2	Oi:2	0.00
qe-ti-ja	2	2	MY:2	Ue:1,Wt:1	0.00
ni	2	2	MY:1,TH:1	Ue:1,Z-:1	1.00
tu-ka-te-qe	2	1	MY:2	V-:2	0.00
ki-ra-qe	2	1	MY:2	V-:2	0.00
to-ra-ka	2	1	TI:2	Si:2	1.00
pi-pi	2	2	TH:2	Z-:2	0.50
su-ro-no	2	2	TH:2	Z-:2	0.00
di-no-zo	2	2	TH:2	Z-:2	0.00
u-pa-ta-ro	2	2	TI:2	Z-:2	0.00
de-u-ki-jo-jo	1	1	KN:1	Fp:1	0.00
di-ka-ta-jo	1	1	KN:1	Fp:1	0.00
a-ne-mo	1	1	KN:1	Fp:1	0.00
sa-na-to-de	1	1	KN:1	Fs:1	0.00
a-ro-do-ro-o	1	1	KN:1	Fs:1	0.00
di-wi-jo-jo	1	1	KN:1	Fp:1	0.00
o-ja-de	1	1	KN:1	Fs:1	1.00
qe-sa-ma-qa	1	1	KN:1	Fs:1	1.00
ta-mi-te-mo	1	1	KN:1	Fs:1	0.00
ra-pa-to	1	1	KN:1	Fp:1	0.00
pi-pi-tu-na	1	1	KN:1	Fp:1	0.00
au-ri-mo-de	1	1	KN:1	Fp:1	0.00
a-ne-mo-i-je-re-ja	1	1	KN:1	Fp:1	0.00
a-ma-ko-to	1	1	KN:1	Fp:1	0.00
jo-te-re-pa-to	1	1	KN:1	Fp:1	0.00
e-ke-se-si	1	1	KN:1	Fp:1	0.00
qe-ra-si-jo	1	1	KN:1	Fp:1	0.00
e-ti-wa	1	1	KN:1	Fs:1	0.00
ka-u-da	1	1	KN:1	Fs:1	0.00
ja-pe-re-so	1	1	KN:1	Fs:1	0.00
ki-ri-jo-de	1	1	KN:1	Fs:1	1.00
o-ne-ro2-i	1	1	KN:1	X-:1	1.00
sa-me	1	1	KN:1	X-:1	1.00
ke-me-no	1	1	KN:1	X-:1	1.00
a-to	1	1	KN:1	As:1	0.00
zo-do-so	1	1	KN:1	As:1	0.00
a-sa-ro	1	1	KN:1	As:1	0.00
ko-so	1	1	KN:1	As:1	0.00
su-ke-re	1	1	KN:1	As:1	0.00
ta-re-wo	1	1	KN:1	Dp:1	1.00
sa-no	1	1	KN:1	Dq:1	1.00
e-u-da-i-ta	1	1	KN:1	Dl:1	1.00
su-ki-ri-ta-pi	1	1	KN:1	Dl:1	0.00
a-pe-re	1	1	KN:1	Np:1	0.00
te-pa-ra	1	1	KN:1	Ce:1	0.00
qa-ra2-wo	1	1	KN:1	Ce:1	0.00
a-ta-na-po-ti-ni-ja	1	1	KN:1	V-:1	0.00
e-nu-wa-ri-jo	1	1	KN:1	V-:1	0.00
pa-ja-wo-ne	1	1	KN:1	V-:1	0.00
ko-ro-sa-no	1	1	KN:1	Vc:1	0.00
po-ro-tu-qo-no	1	1	KN:1	Vc:1	0.00
i-mo-ro-ne-u	1	1	KN:1	Vc:1	0.00
e-qe-a-o	1	1	KN:1	V-:1	0.00
e-we-wa-ta	1	1	KN:1	V-:1	0.00
ta-ra-me-to	1	1	KN:1	Ce:1	1.00
wi-da-jo	1	1	KN:1	V-:1	1.00
di-we-so	1	1	KN:1	V-:1	1.00
o-ku-na-wo	1	1	KN:1	V-:1	0.00
i-to-ma	1	1	KN:1	V-:1	1.00
o-ro-ke-u	1	1	KN:1	Ce:1	1.00
ti-ri-sa-ta	1	1	KN:1	Ce:1	1.00
pe-se-ro-jo	1	1	KN:1	Ai:1	0.00
pe-ka-wo	1	1	KN:1	Vc:1	0.00
mi-ka-to	1	1	KN:1	Vc:1	0.00
po-ru-ka-to	1	1	KN:1	Vc:1	0.00
te-wa	1	1	KN:1	V-:1	1.00
ka-wi-ja	1	1	KN:1	Uf:1	1.00
a-ka-to-wa	1	1	KN:1	Vc:1	0.00
a-ka-me-ne	1	1	KN:1	Sc:1	1.00
ka-ta-ra	1	1	KN:1	Np:1	0.00
ka-wi	1	1	KN:1	Xd:1	1.00
ru-po-to	1	1	KN:1	Xd:1	1.00
ki-je-u	1	1	KN:1	Vc:1	0.00
a-pi-ja-re	1	1	KN:1	Vc:1	1.00
di-wi-je-ja	1	1	KN:1	Xd:1	0.00
ki-si-wi-je-ja	1	1	KN:1	Xd:1	0.00
mi-ko	1	1	KN:1	Xd:1	1.00
ko-wi-ro-wo-ko	1	1	KN:1	B-:1	1.00
a3-te-re	1	1	KN:1	B-:1	1.00
e-wi-ta-jo	1	1	KN:1	Vc:1	0.00
ki-ra2-i-jo	1	1	KN:1	Sc:1	0.00
pa-we-pi	1	1	KN:1	L-:1	1.00
i-ja	1	1	KN:1	Xd:1	1.00
a-ki-re-u	1	1	KN:1	Vc:1	1.00
ma-ki	1	1	KN:1	Xd:1	0.00
za-ki-ri-jo	1	1	KN:1	Vc:1	0.00
a-ku-wo	1	1	KN:1	Ud:1	0.00
za-mi-so	1	1	KN:1	Uf:1	0.00
a-ku-di-ri	1	1	KN:1	Sc:1	1.00
pe-da	1	1	KN:1	V-:1	0.00
u-wa-si-jo	1	1	KN:1	Ai:1	0.00
e-ro-e-o	1	1	KN:1	Xd:1	1.00
ne-jo	1	1	KN:1	V-:1	1.00
u-o	1	1	KN:1	V-:1	1.00
wo-ne	1	1	KN:1	V-:1	1.00
a2-ke-te-re	1	1	KN:1	V-:1	1.00
ra-mo	1	1	KN:1	Uf:1	0.00
da-o-ta	1	1	KN:1	Vc:1	0.00
e-u-o-mo	1	1	KN:1	Vc:1	1.00
e-pi-da-o	1	1	KN:1	Vc:1	0.00
wo-no-da	1	1	KN:1	Xd:1	1.00
qa-mi-si-jo	1	1	KN:1	Sc:1	0.00
pa-ze-qe	1	1	KN:1	Xd:1	1.00
ke-wo	1	1	KN:1	Xd:1	1.00
pu-ra-ko	1	1	KN:1	Sc:1	1.00
i-ke-se	1	1	KN:1	Vc:1	1.00
u-wo-qe-ne	1	1	KN:1	V-:1	0.00
u-du-ru-wo	1	1	KN:1	V-:1	0.00
ku-pa-sa	1	1	KN:1	V-:1	0.00
a-ke-to-ro	1	1	KN:1	V-:1	0.00
to-ni	1	1	KN:1	V-:1	0.00
a-pi-do-ro	1	1	KN:1	Xd:1	1.00
ma-u-do	1	1	KN:1	Xd:1	1.00
i-ja-wo-ne	1	1	KN:1	Xd:1	1.00
we-we-ro	1	1	KN:1	V-:1	0.00
e-u-ru-qo-ta	1	1	KN:1	V-:1	0.00
da-te-wa	1	1	KN:1	V-:1	0.00
te-ra-pe-te	1	1	KN:1	V-:1	0.00
ro-a	1	1	KN:1	F-:1	1.00
ri-u-no	1	1	KN:1	Xd:1	1.00
to-ko-so-ta	1	1	KN:1	V-:1	0.00
a-te-u-ke	1	1	KN:1	V-:1	0.00
ta-ta-ta	1	1	KN:1	Ce:1	0.00
da-na	1	1	KN:1	Ce:1	0.00
e-u-ko-me	1	1	KN:1	F-:1	1.00
ne-je-ta	1	1	KN:1	F-:1	1.00
ma-ke-ra-mo	1	1	KN:1	Xd:1	1.00
qa-ra-su-ti-jo	1	1	KN:1	Xd:1	1.00
i-da-ra-ta	1	1	KN:1	Xd:1	1.00
wa-si-ro	1	1	KN:1	V-:1	0.00
a-pi-po-re-we	1	1	KN:1	Uc:1	0.00
i-po-no	1	1	KN:1	Uc:1	0.00
e-u-ru-da-mo	1	1	KN:1	Ce:1	1.00
do-ri-wo	1	1	KN:1	Xd:1	1.00
wo-ra-ke-re	1	1	KN:1	Vc:1	1.00
ri-to-wo	1	1	KN:1	Vc:1	1.00
je	1	1	KN:1	Vc:1	1.00
pe-ri-to	1	1	KN:1	Vc:1	0.00
a-pi-da-ta	1	1	KN:1	Vc:1	0.00
po-ru-te-we	1	1	KN:1	Vc:1	0.00
u-po-we	1	1	KN:1	L-:1	0.00
sa-u-ko	1	1	KN:1	Vc:1	0.00
pi-ra-qo	1	1	KN:1	Vc:1	0.00
a-re-u-ke	1	1	KN:1	Xd:1	1.00
a-ro-wo-ta	1	1	KN:1	Vc:1	0.00
a-ne-te-wa	1	1	KN:1	Vc:1	0.00
ko-ma-ra	1	1	KN:1	Xd:1	1.00
te-re-ja-wo	1	1	KN:1	Vc:1	0.00
a-re-se	1	1	KN:1	Sc:1	1.00
to-ni-ja	1	1	KN:1	L-:1	0.00
te-ra-po-ti	1	1	KN:1	F-:1	0.00
pa-to-ro	1	1	KN:1	Uf:1	0.00
a-pi-re-jo	1	1	KN:1	Vc:1	0.00
ta-ra-sa-ta	1	1	KN:1	Vc:1	0.00
a-ke-ra-no	1	1	KN:1	Vc:1	0.00
a-re-jo	1	1	KN:1	Vc:1	1.00
ma-ti-ri	1	1	KN:1	Xd:1	1.00
pa-sa-ko-me-no	1	1	KN:1	Vc:1	0.00
e-re-pa-i-ro	1	1	KN:1	Vc:1	0.00
na-u-si-ke-re	1	1	KN:1	Xd:1	1.00
a-ne-u-da	1	1	KN:1	Vc:1	0.00
di-wo-a-ne	1	1	KN:1	Vc:1	1.00
me-za-wo	1	1	KN:1	Sc:1	0.00
pa-di-jo	1	1	KN:1	Sc:1	0.00
o-pi-ri-mi-ni-jo	1	1	KN:1	Sc:1	0.00
a-qa-ro	1	1	KN:1	Sc:1	1.00
a-mi-ni-si	1	1	KN:1	Sc:1	1.00
e-ro-e	1	1	KN:1	Sc:1	1.00
qe-ra-di-ri-jo	1	1	KN:1	Sc:1	1.00
i-sa-wo	1	1	KN:1	Sc:1	0.00
di-so	1	1	KN:1	Sc:1	0.00
pa-wa-so	1	1	KN:1	Sc:1	0.00
i-ka-se	1	1	KN:1	Sc:1	0.00
s	1	1	KN:1	Sc:1	1.00
si-mo	1	1	KN:1	Sc:1	1.00
sa-ma-da	1	1	KN:1	Np:1	0.00
ti-ja-no	1	1	KN:1	Np:1	1.00
o-u-ki-te-mi	1	1	KN:1	V-:1	0.00
a-pe-ti-ra2	1	1	KN:1	V-:1	0.00
i-ku-wo-i-pi	1	1	KN:1	V-:1	0.00
wo-do	1	1	KN:1	V-:1	1.00
re-ka-se-ra-wo	1	1	KN:1	Vc:1	1.00
a-u-ta-na	1	1	KN:1	Np:1	0.00
na-pi	1	1	KN:1	Np:1	1.00
du-pi-jo	1	1	KN:1	Vc:1	0.00
ra-wa-si-jo	1	1	KN:1	E-:1	1.00
wo-ro-to-qo	1	1	KN:1	Vc:1	1.00
me-ta-ri-ko-wo	1	1	KN:1	Vc:1	0.00
ta-ra-i	1	1	KN:1	Sc:1	1.00
e-ko-so-wo-ko	1	1	KN:1	Xd:1	1.00
e-na-i-jo	1	1	KN:1	Xd:1	1.00
e-ri-ta-ri-jo	1	1	KN:1	Xd:1	1.00
ra-ke-re-we	1	1	KN:1	Xd:1	1.00
do-qi	1	1	KN:1	Xd:1	1.00
ta-na-ti	1	1	KN:1	Uf:1	1.00
e-we-wa	1	1	KN:1	Xd:1	1.00
ti-ma	1	1	KN:1	Vc:1	0.00
e-pi-ta	1	1	KN:1	Xd:1	1.00
te-me-u	1	1	KN:1	Xd:1	1.00
a-pa-te	1	1	KN:1	Xd:1	1.00
wo-ni-jo	1	1	KN:1	Ag:1	1.00
a-ri-we-we	1	1	KN:1	Xd:1	1.00
a-ta-wo-ne	1	1	KN:1	Ag:1	1.00
we-wa	1	1	KN:1	Xd:1	1.00
no-da-ma	1	1	KN:1	Xd:1	1.00
ra-wo-te	1	1	KN:1	Xd:1	1.00
i-da-wo	1	1	KN:1	Xd:1	1.00
ze-pu	1	1	KN:1	Xd:1	1.00
ke-to-ri	1	1	KN:1	Xd:1	1.00
ke-si-jo	1	1	KN:1	Xd:1	1.00
pe-ra-te-ro	1	1	KN:1	Xd:1	1.00
a-pi-re-we	1	1	KN:1	V-:1	1.00
wi-to	1	1	KN:1	V-:1	1.00
o-pa-wo-ne-ja	1	1	KN:1	Fh:1	0.00
pe-da-i-ra	1	1	KN:1	Fh:1	0.00
du-ni-ja	1	1	KN:1	Fh:1	0.00
a-ne-ra-to	1	1	KN:1	Fh:1	0.00
do-re-we	1	1	KN:1	Fh:1	0.00
du-pu2-so	1	1	KN:1	Fh:1	0.00
e-pi-ko-wa	1	1	KN:1	Fh:1	0.00
ka-pa-ri-jo-ne	1	1	KN:1	Fh:1	0.00
i-su-ku-wo-do-to	1	1	KN:1	Fh:1	0.00
de-u-jo-i	1	1	KN:1	Fh:1	0.00
ra-ma-na-de	1	1	KN:1	Fh:1	0.00
ka-ra-e-i-jo	1	1	KN:1	Fp:1	1.00
pa-ja-ni-jo	1	1	KN:1	Fp:1	0.00
o-mi-ri-jo-i	1	1	KN:1	Fh:1	0.00
e-ra-de	1	1	KN:1	Fh:1	0.00
ma-si-dwo	1	1	KN:1	Fh:1	0.00
qe-te-a	1	1	KN:1	Fp:1	0.00
te-re-no	1	1	KN:1	Fp:1	0.00
di-wo-pu-ka-ta	1	1	KN:1	Fp:1	0.00
a-ku-tu-ru-wo	1	1	KN:1	Fh:1	1.00
u-te-si	1	1	KN:1	Fh:1	1.00
to-so-ku-su-pa	1	1	KN:1	Fh:1	0.00
mu-to	1	1	KN:1	Fh:1	1.00
de-ka-sa-to	1	1	KN:1	Fh:1	1.00
o-se-ko-do	1	1	KN:1	Fh:1	1.00
ma-qa-to	1	1	KN:1	Fh:1	1.00
jo-te	1	1	KN:1	Fh:1	1.00
ko-ro-ja-ne	1	1	KN:1	Fh:1	0.00
re-pi-ru-nu-we	1	1	KN:1	Fh:1	1.00
do-ni-ja	1	1	KN:1	Fh:1	1.00
tu-ri	1	1	KN:1	Fh:1	1.00
qa-nu-we	1	1	KN:1	Fh:1	1.00
ro-to-qa	1	1	KN:1	Fh:1	1.00
u-ru-pi-ja	1	1	KN:1	Fh:1	1.00
mu-ki-ti	1	1	KN:1	X-:1	1.00
di-ko-to	1	1	KN:1	D-:1	0.00
e-ma-a2-o	1	1	KN:1	D-:1	0.00
a-ka-re-u	1	1	KN:1	Ga:1	0.00
su-ri-mi-jo	1	1	KN:1	Ga:1	0.00
a3-ta-jo	1	1	KN:1	Ga:1	0.00
tu-to	1	1	KN:1	Ga:1	0.00
e-pu2-no	1	1	KN:1	Ga:1	0.00
ti-ri-ti	1	1	KN:1	Ga:1	1.00
mu-ti-ja	1	1	KN:1	X-:1	1.00
pu2-ru-da-ro	1	1	KN:1	Uf:1	0.00
di-ra	1	1	KN:1	Uf:1	0.00
ki-te	1	1	KN:1	Uf:1	1.00
ta-ra-jo	1	1	KN:1	L-:1	1.00
de-wa-pi	1	1	KN:1	K-:1	1.00
ko-so-ni-ja	1	1	KN:1	U-:1	1.00
to-i-ja	1	1	KN:1	Dq:1	1.00
o-re-te-wo	1	1	KN:1	Dq:1	0.00
qo-si-jo	1	1	KN:1	Dq:1	1.00
pu-si-ja	1	1	KN:1	X-:1	1.00
ka-da-ra-so	1	1	KN:1	F-:1	1.00
qa-ka	1	1	KN:1	F-:1	1.00
ri-si-ja	1	1	KN:1	X-:1	1.00
sa-me-u	1	1	KN:1	L-:1	1.00
a-ri-ja-wo-ne	1	1	KN:1	Fh:1	1.00
mi-ti	1	1	KN:1	Dl:1	0.00
qa-ra-i-so	1	1	KN:1	V-:1	1.00
si-ra-no	1	1	KN:1	V-:1	0.00
i-ra-ko-to	1	1	KN:1	V-:1	1.00
ko-ru-we-ja	1	1	KN:1	L-:1	1.00
po-pu-re-ja	1	1	KN:1	L-:1	0.00
pu-ka-ta-ri-ja	1	1	KN:1	L-:1	0.00
o-ro-qa	1	1	KN:1	V-:1	0.00
pe-ri-ro-qo	1	1	KN:1	V-:1	1.00
qo-u-qo-ta	1	1	KN:1	L-:1	1.00
a-mi-nwa	1	1	KN:1	V-:1	1.00
me-to	1	1	KN:1	V-:1	1.00
a-ta-ma-si	1	1	KN:1	Od:1	1.00
na-ko-to	1	1	KN:1	Ve:1	1.00
pa-ki	1	1	KN:1	V-:1	1.00
na-po	1	1	KN:1	V-:1	1.00
a-na-re-u	1	1	KN:1	Pp:1	0.00
mu-ka-ra	1	1	KN:1	Pp:1	0.00
ja-ma-ra	1	1	KN:1	V-:1	0.00
pa-ja	1	1	KN:1	V-:1	1.00
po-mi-ni-jo	1	1	KN:1	V-:1	0.00
pe-do	1	1	KN:1	X-:1	1.00
si-ra-ri-ja	1	1	KN:1	Lc:1	1.00
tu-wi-no	1	1	KN:1	Ga:1	0.00
pe-re-ke	1	1	KN:1	L-:1	0.00
e-te-jo	1	1	KN:1	Gg:1	0.00
qe-re-jo	1	1	KN:1	L-:1	1.00
ku-da-ra-ro	1	1	KN:1	L-:1	1.00
ta-qa-ra-te	1	1	KN:1	Od:1	1.00
tu-ri-si-ja	1	1	KN:1	Lc:1	1.00
a-ro-zo	1	1	KN:1	Lc:1	0.00
ja-pu2-wi-ja	1	1	KN:1	Lc:1	1.00
no-nu-we	1	1	KN:1	Od:1	1.00
a-po-te	1	1	KN:1	Od:1	0.00
ri-jo-ni-jo	1	1	KN:1	Od:1	0.00
e-ze-to	1	1	KN:1	Od:1	0.00
to-ro-qo	1	1	KN:1	Od:1	0.00
su-mo-no-qe	1	1	KN:1	Od:1	0.00
a3-ka-ra	1	1	KN:1	L-:1	1.00
pa-ra-ku-ja	1	1	KN:1	Ld:1	0.00
