id	id_norm	kind	site	period	url
KH Wc 2015	KHWc2015	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=143
KH Wc 2016	KHWc2016	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=143
KH Wc 2017	KHWc2017	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=144
KH Wc 2018	KHWc2018	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=144
KH Wc 2019	KHWc2019	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=145
KH Wc 2020	KHWc2020	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=145
KH Wc 2021	KHWc2021	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=146
KH Wc 2022	KHWc2022	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=146
KH Wc 2023	KHWc2023	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=146
KH Wc 2024	KHWc2024	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=147
KH Wc 2025	KHWc2025	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=147
KH Wc 2026	KHWc2026	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=148
KH Wc 2027	KHWc2027	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=148
KH Wc 2028	KHWc2028	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=148
KH Wc 2029	KHWc2029	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=149
KH Wc 2030	KHWc2030	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=149
KH Wc 2031	KHWc2031	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=150
KH Wc 2032	KHWc2032	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=150
KH Wc 2033	KHWc2033	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=151
KH Wc 2034	KHWc2034	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=151
KH Wc 2035	KHWc2035	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=151
KH Wc 2036	KHWc2036	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=152
KH Wc 2037	KHWc2037	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=152
KH Wc 2038	KHWc2038	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=152
KH Wc 2039	KHWc2039	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=153
KH Wc 2040	KHWc2040	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=153
KH Wc 2041	KHWc2041	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=153
KH Wc 2042	KHWc2042	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=153
KH Wc 2043	KHWc2043	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=154
KH Wc 2044	KHWc2044	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=154
KH Wc 2045	KHWc2045	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=154
KH Wc 2046	KHWc2046	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=155
KH Wc 2047	KHWc2047	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=155
KH Wc 2048	KHWc2048	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=155
KH Wc 2049	KHWc2049	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=156
KH Wc 2050	KHWc2050	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=156
KH Wc 2051	KHWc2051	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=156
KH Wc 2052	KHWc2052	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&sp=157
KH Wc 2053	KHWc2053	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&sp=157
KH Wc 2054	KHWc2054	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=158
KH Wc 2055	KHWc2055	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=158
KH Wc 2056	KHWc2056	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=159
KH Wc 2057	KHWc2057	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=159
KH Wc 2058	KHWc2058	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=160
KH Wc 2059	KHWc2059	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=160
KH Wc 2060	KHWc2060	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=161
KH Wc 2061	KHWc2061	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=161
KH Wc 2062	KHWc2062	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=162
KH Wc 2064	KHWc2064	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=162
KH Wc 2065	KHWc2065	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=162
KH Wc 2066	KHWc2066	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=163
KH Wc 2067	KHWc2067	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=163
KH Wc 2068	KHWc2068	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=163
KH Wc 2069	KHWc2069	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=164
KH Wc 2070a	KHWc2070a	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=164
KH Wc 2070b	KHWc2070b	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=164
KH Wc 2084	KHWc2084	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=165
KH Wc 2097	KHWc2097	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=165
KH Wc 2098	KHWc2098	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=165
KH Wc 2099	KHWc2099	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=166
KH Wc 2100	KHWc2100	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=166
KH Wc 2101	KHWc2101	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=167
KH Wc 2102	KHWc2102	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=167
KH Wc 2103	KHWc2103	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=167
KH Wc 2104	KHWc2104	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=168
KH Wc 2105	KHWc2105	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=168
KH Wc 2106	KHWc2106	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=168
KH Wc 2109	KHWc2109	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=169
KH Wc 2110	KHWc2110	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=169
KH Wc 2111	KHWc2111	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=169
KH Wc 2113	KHWc2113	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=170
KH Wc 2114	KHWc2114	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=3&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=170
KH Wc 2115	KHWc2115	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=98
KH Wc 2117a	KHWc2117a	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=99
KH Wc 2117b	KHWc2117b	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=99
KH Wc 2118	KHWc2118	Roundel	Khania	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=100
KN 1a	KN1a	Tablet	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=292
KN 1b	KN1b	Tablet	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=292
KN 2	KN2	Tablet	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=294
KN 22a	KN22a	Tablet	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=296
KN 22b	KN22b	Tablet	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=296
KN 22c	KN22c	Tablet	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=296
KN 28a	KN28a	Tablet	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=298
KN 28b	KN28b	Tablet	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=298
KN 32a	KN32a	Tablet	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=300
KN 32b	KN32b	Tablet	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=300
KN 49	KN49	Tablet	Knossos	MM IIA	https://editions.efa.gr/?r=publication&id=1050
KN 54	KN54	Tablet	Knossos		https://editions.efa.gr/?r=publication&id=1050
KN Wb 33a	KNWb33a	Sealing	Knossos	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=142
KN Wb 33b	KNWb33b	Sealing	Knossos	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=142
KN Wc 26a	KNWc26a	Roundel	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=145
KN Wc 26b	KNWc26b	Roundel	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=145
KN Wc 29	KNWc29	Roundel	Knossos	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=145
KN Wc 3	KNWc3	Roundel	Knossos	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=144
KN Wc 30	KNWc30	Roundel	Knossos	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=145
KN Za 10a	KNZa10a	Libation Table	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=5j6if0vmmnd6diklsvtmvbqmnvih4cam&sp=50
KN Za 10b	KNZa10b	Libation Table	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=5j6if0vmmnd6diklsvtmvbqmnvih4cam&sp=50
KN Za 17	KNZa17	Libation Table	Knossos	LM IA?	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=c629u9cadhqrjq5m03sofvhjs6qvb62r&sp=52
KN Za 18	KNZa18	Libation Table	Knossos	LM IA?	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=c629u9cadhqrjq5m03sofvhjs6qvb62r&sp=54
KN Zb 20	KNZb20	Sherd	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=119
KN Zb 34	KNZb34	Pithos	Knossos	LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=2121
KN Zb 35	KNZb35	Pithos	Knossos	MM III	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=122
KN Zb 4	KNZb4	Sherd	Knossos		https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=117
KN Zb 40	KNZb40	Pithoid jar	Knossos	LM II	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=125
KN Zb 5	KNZb5	Clay vase	Knossos	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=118
KN Zc 6	KNZc6	Cup	Knossos	MM III?	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=9miptkfflgo85qdk6uhupudbnbdi21du&sp=161
KN Zc 7	KNZc7	Cup	Knossos	MM III?	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=9miptkfflgo85qdk6uhupudbnbdi21du&sp=165
KN Ze 16	KNZe16	Architecture	Knossos	LM II	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=9miptkfflgo85qdk6uhupudbnbdi21du&sp=180
KN Zf 13	KNZf13	Jewellery	Knossos	MM III-LM IA	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&ce=9miptkfflgo85qdk6uhupudbnbdi21du&sp=194
KY Zg 1	KYZg1	Clay weight	Kythera		
MA 10a	MA10a	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=102
MA 10b	MA10b	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=102
MA 10c	MA10c	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=102
MA 10d	MA10d	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=102
MA 1a	MA1a	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=304
MA 1b	MA1b	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=304
MA 1c	MA1c	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=304
MA 2a	MA2a	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=306
MA 2b	MA2b	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=306
MA 2c	MA2c	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=306
MA 4a	MA4a	Tablet	Mallia	MM IIIB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=308
